smiles,T,P,Solubility
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,366.3,0.824
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,428.9,0.824
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",373.15,452.8,0.824
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.31,14.94,0.195
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.23,28.31,0.443
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.32,47.9,0.537
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.31,56.3,0.581
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.39,70.12,0.624
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.3,84.23,0.695
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,12.5,0.2885
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,17.0,0.3566
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,21.5,0.4162
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,27.0,0.4632
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,32.0,0.5329
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,40.0,0.5626
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,45.0,0.5895
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,49.0,0.611
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,55.0,0.6236
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,60.0,0.6487
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,67.0,0.6668
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,85.0,0.6887
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,146.0,0.7059
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.85,180.0,0.7171
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,16.5,0.2885
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,21.0,0.3566
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,26.5,0.4162
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,32.0,0.4632
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,42.0,0.5329
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,50.0,0.5626
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,55.0,0.5895
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,62.0,0.611
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,74.0,0.6236
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,92.0,0.6487
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,105.0,0.6668
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,140.0,0.6887
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,196.0,0.7059
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",314.05,233.0,0.7171
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,20.0,0.2885
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,27.0,0.3566
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,34.0,0.4162
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,40.0,0.4632
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,52.0,0.5329
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,65.0,0.5626
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,70.0,0.5895
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,80.0,0.611
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,94.0,0.6236
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,125.0,0.6487
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,143.0,0.6668
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,190.0,0.6887
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,245.0,0.7059
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",324.15,282.0,0.7171
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,23.0,0.2885
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,33.0,0.3566
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,41.0,0.4162
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,48.5,0.4632
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,65.0,0.5329
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,78.0,0.5626
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,85.0,0.5895
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,98.0,0.611
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,120.0,0.6236
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,158.0,0.6487
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,182.0,0.6668
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,235.0,0.6887
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,288.5,0.7059
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",334.35,324.0,0.7171
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,28.0,0.2885
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,39.0,0.3566
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,48.0,0.4162
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,58.0,0.4632
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,80.0,0.5329
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,95.0,0.5626
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,105.0,0.5895
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,119.0,0.611
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,151.0,0.6236
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,189.0,0.6487
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,219.0,0.6668
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,280.0,0.6887
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,329.0,0.7059
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",344.55,363.0,0.7171
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.15,14.2,0.267
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.15,17.6,0.267
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",323.15,22.5,0.267
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",333.15,26.5,0.267
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",343.15,31.0,0.267
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",353.15,36.6,0.267
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",363.15,40.2,0.267
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",373.15,44.6,0.267
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.15,22.6,0.345
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.15,29.5,0.345
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",323.15,34.9,0.345
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",333.15,41.0,0.345
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",343.15,47.7,0.345
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",353.15,53.3,0.345
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",363.15,61.9,0.345
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",373.15,66.0,0.345
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.15,32.2,0.439
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.15,40.6,0.439
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",323.15,50.9,0.439
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",333.15,59.9,0.439
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",343.15,69.1,0.439
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",353.15,79.0,0.439
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",363.15,86.7,0.439
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",373.15,95.4,0.439
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.15,36.7,0.5045
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.15,53.3,0.5045
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",323.15,69.6,0.5045
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",333.15,73.1,0.5045
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",343.15,92.3,0.5045
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",353.15,105.9,0.5045
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",363.15,115.6,0.5045
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",373.15,123.6,0.5045
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.15,61.1,0.637
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.15,88.3,0.637
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",323.15,121.7,0.637
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",333.15,161.8,0.637
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",343.15,196.8,0.637
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",353.15,235.5,0.637
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",363.15,275.1,0.637
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",373.15,301.4,0.637
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.15,104.4,0.707
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.15,172.4,0.707
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",323.15,225.9,0.707
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",333.15,272.4,0.707
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",343.15,319.7,0.707
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",353.15,355.1,0.707
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",363.15,393.3,0.707
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",373.15,438.2,0.707
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.15,232.1,0.744
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.15,298.5,0.744
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",323.15,355.1,0.744
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",333.15,412.7,0.744
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",343.15,454.7,0.744
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",353.15,507.6,0.744
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",363.15,557.7,0.744
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",373.15,607.4,0.744
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",303.15,679.7,0.816
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",313.15,739.5,0.816
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",323.15,780.0,0.816
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",333.15,817.3,0.816
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",343.15,861.2,0.816
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",353.15,898.9,0.816
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",363.15,953.1,0.816
"[""C(CCCCC)[N+]1=CN(C=C1)C"", 0.5, ""O=S(=O)([O-])C(F)(F)F"", 0.5]",373.15,1001.2,0.816
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.2,14.97,0.3017
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.2,29.71,0.4956
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.2,43.08,0.6018
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.2,56.56,0.6845
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,18.33,0.2924
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,35.76,0.463
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,53.14,0.5837
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,55.25,0.5663
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,63.45,0.611
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,70.35,0.6612
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,77.14,0.6696
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,83.84,0.6807
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,87.22,0.6931
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,97.76,0.6963
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,111.02,0.7105
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,14.79,0.1991
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,18.37,0.2102
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,27.81,0.3339
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,34.55,0.3529
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,42.22,0.4354
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,49.22,0.473
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,58.22,0.5237
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,63.41,0.5479
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,71.52,0.584
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,76.95,0.6215
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,90.66,0.6869
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,91.67,0.6793
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,104.72,0.7231
"[""CC1=[N+](C=CN1C)CCCCCC"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.3,118.04,0.7447
"[""C(CCCCC)[N+]1=CC(=CC=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.18,0.01,0.0002
"[""C(CCCCC)[N+]1=CC(=CC=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.18,0.05,0.0014
"[""C(CCCCC)[N+]1=CC(=CC=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.18,0.07,0.0098
"[""C(CCCCC)[N+]1=CC(=CC=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.18,0.1,0.0034
"[""C(CCCCC)[N+]1=CC(=CC=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.18,0.2,0.025
"[""C(CCCCC)[N+]1=CC(=CC=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",283.18,0.5,0.0161
